Cruise Embark Date,Age Banding,Cruise Ship Name,SubTrade,Lifestage,Lead Time (Days),Mosaic Group,Mosaic Type,Net Weekly HH Income,Total Children,Faretype,Cabin Meta,Cruise Experience,Cruises Completed with HAL,Region,Contactability,Duration
15/09/2018,65 - 74 Years,Eurodam,Atlantic Islands,Retired Couples,26,Suburban Stability,Fledgling Free,544.6,0,Select Fare,Outside,Past Guest,16,US Central,Mailable and Emailable,13
28/03/2018,35 - 44 Years,Koningsdam,Atlantic Islands,Family,240,Domestic Success,Modern Parents,544.6,2,Saver,Balcony,Past Guest,4,US Central,Mailable and Emailable,12
25/08/2018,45 - 54 Years,Eurodam,Norway Fjord,Family,122,Domestic Success,Modern Parents,544.6,2,Saver,Inside,Past Guest,4,US Central,Emailable Only,7
6/12/2017,65 - 74 Years,Westerdam,Baltic,Retired Couples,84,Prestige Positions,Empty-Nest Adventure,544.7,0,Select Fare,Outside,Newcomer,0,US Central,Mailable Only,10
21/12/2017,85 - 94 Years,Prinsendam,Atlantic Islands,Family,282,Senior Security,Legacy Elders,544.7,0,Saver,Inside,Past Guest,1,US West Coast Coast,Mailable and Emailable,16
20/10/2018,65 - 74 Years,Zaandam,Panama Canal,Retired Couples,439,Country Living,Village Retirement,544.7,0,Saver,Outside,Past Guest,26,US West Coast Coast,Mailable and Emailable,28
21/07/2018,65 - 74 Years,Eurodam,Western Mediterranean,Retired Couples,88,Prestige Positions,Empty-Nest Adventure,544.7,0,Select Fare,Outside,Past Guest,5,US West Coast Coast,Emailable Only,14
16/03/2018,35 - 44 Years,Nieuw Statendam,Caribbean Transatlantic,PreFamily,579,Prestige Positions,Alpha Families,544.7,0,Select Fare,Suite,Past Guest,5,US West Coast,Emailable Only,14
8/7/2018,55 - 64 Years,Zaandam,Baltic,Empty Nesters,164,Country Living,Wealthy Landowners,544.8,0,Select Fare,Balcony,Past Guest,8,US West Coast Coast,Emailable Only,14
4/8/2018,45 - 54 Years,Eurodam,Norway Fjord,Empty Nesters,274,Prestige Positions,Alpha Families,544.8,0,Select Fare,Inside,Past Guest,13,US West Coast Coast,Emailable Only,7
4/8/2018,55 - 64 Years,Eurodam,Norway Fjord,Empty Nesters,274,Prestige Positions,Alpha Families,544.8,0,Select Fare,Deluxe Balcony,Past Guest,13,US West Coast,Mailable and Emailable,7
11/10/2018,55 - 64 Years,Amsterdam,Australia/NZ,Empty Nesters,341,Prestige Positions,Alpha Families,544.8,0,Select Fare,Inside,Past Guest,1,US West Coast,Emailable Only,7
3/12/2017,65 - 74 Years,Prinsendam,Coastals,Retired Couples,52,Country Living,Wealthy Landowners,544.8,0,Saver,Balcony,Past Guest,1,US West Coast,Mailable and Emailable,4
11/2/2018,65 - 74 Years,Prinsendam,Atlantic Islands,Retired Couples,79,Country Living,Wealthy Landowners,544.8,0,Select Fare,Inside,Past Guest,8,Australia,Mailable and Emailable,12
30/06/2018,65 - 74 Years,Eurodam,TransPacific,Retired Couples,48,Country Living,Rural Vogue,544.8,0,Select Fare,Suite,Past Guest,13,Australia,Mailable and Emailable,14
6/12/2017,65 - 74 Years,Westerdam,Baltic,Retired Couples,292,Prestige Positions,Empty-Nest Adventure,544.9,0,Select Fare,Inside,Past Guest,11,US West Coast,Mailable and Emailable,10
5/8/2018,75 - 84 Years,Zaandam,Norway Fjord,Elderly Couples,417,Suburban Stability,Boomerang Boarders,544.9,0,Early Saver,Deluxe Balcony,Newcomer,0,US West Coast,Mailable and Emailable,12
22/07/2018,75 - 84 Years,Nieuw Statendam,Norway Fjord,Elderly Couples,84,Senior Security,Legacy Elders,544.9,0,Select Fare,Inside,Newcomer,0,US West Coast,Mailable and Emailable,7
21/07/2018,45 - 54 Years,Eurodam,Western Mediterranean,Family,668,Domestic Success,Cafés and Catchments,544.9,1,Select Fare,Balcony,Past Guest,3,US West Coast,Emailable Only,14
21/07/2018,45 - 54 Years,Eurodam,Western Mediterranean,Family,668,Domestic Success,Cafés and Catchments,544.9,1,Select Fare,Balcony,Past Guest,9,US West Coast,Mailable and Emailable,14
17/06/2018,75 - 84 Years,Koningsdam,Western Mediterranean,Older Singles,359,Senior Security,Legacy Elders,544.9,0,Select Fare,Mini Suite,Past Guest,10,Australia,Mailable Only,14
17/06/2018,35 - 44 Years,Nieuw Statendam,Norway Fjord,Family,415,Aspiring Homemakers,Contemporary Starts,545,1,Select Fare,Balcony,Past Guest,4,US West Coast,Emailable Only,7
16/12/2017,65 - 74 Years,Zaandam,Panama Canal,Retired Couples,25,Rural Reality,Satellite Settlers,545,0,Select Fare,Outside,Past Guest,1,US West Coast,Emailable Only,24
12/10/2018,45 - 54 Years,Nieuw Statendam,Western Mediterranean,Empty Nesters,173,Domestic Success,Cafés and Catchments,545,0,Select Fare,Inside,Past Guest,2,US West Coast,Mailable and Emailable,14
16/02/2018,55 - 64 Years,Nieuw Statendam,Caribbean Southern,Empty Nesters,81,Country Living,Village Retirement,545,0,Saver,Inside,Past Guest,3,US West Coast,Emailable Only,14
6/4/2018,55 - 64 Years,Eurodam,Alaska RT Seattle,Empty Nesters,217,Prestige Positions,Bank of Mum and Dad,545,0,Select Fare,Inside,Past Guest,6,US West Coast,Mailable Only,7
1/12/2017,55 - 64 Years,Prinsendam,Coastals,Empty Nesters,241,Prestige Positions,Bank of Mum and Dad,545,0,Select Fare,Balcony,Past Guest,9,US West Coast,Emailable Only,2
28/09/2018,45 - 54 Years,Eurodam,Coastals,Family,147,Domestic Success,Mid-Career Convention,545,1,Select Fare,Balcony,Past Guest,5,US West Coast Coast,Emailable Only,2
21/03/2018,65 - 74 Years,Prinsendam,North Cape,Older Singles,194,Urban Cohesion,Community Elders,545,0,Select Fare,Inside,Past Guest,3,US West Coast Coast,Mailable and Emailable,12
9/1/2018,75 - 84 Years,Zaandam,World,Elderly Couples,85,Senior Security,Classic Grandparents,545.3,0,Select Fare,Deluxe Balcony,Past Guest,16,US West Coast Coast,Emailable Only,45
12/8/2018,55 - 64 Years,Nieuw Statendam,Norway Fjord,Empty Nesters,102,Prestige Positions,Empty-Nest Adventure,545.3,0,Select Fare,Outside,Past Guest,2,US West Coast Coast,Mailable Only,7
4/1/2018,65 - 74 Years,Koningsdam,Panama Canal,Older Singles,332,Senior Security,Classic Grandparents,545.3,0,Select Fare,Balcony,Past Guest,5,US West Coast,Emailable Only,28
22/04/2018,75 - 84 Years,Nieuw Statendam,Norway Fjord,Elderly Couples,74,Senior Security,Bungalow Haven,545.3,0,Select Fare,Mini Suite,Past Guest,21,US West Coast,Emailable Only,7
21/11/2018,75 - 84 Years,Zaandam,Atlantic Islands,Elderly Couples,282,Senior Security,Bungalow Haven,545.3,0,Select Fare,Balcony,Past Guest,1,US West Coast,Mailable and Emailable,16
15/07/2018,65 - 74 Years,Nieuw Statendam,Alaska RT Seattle,Retired Couples,86,City Prosperity,Metro High-Flyers,545.4,0,Select Fare,Mini Suite,Past Guest,4,US West Coast,Mailable and Emailable,7
10/11/2018,35 - 44 Years,Nieuw Statendam,Caribbean Eastern,PreFamily,178,City Prosperity,Metro High-Flyers,545.4,0,Select Fare,Balcony,Past Guest,9,US West Coast,Mailable and Emailable,14
9/1/2018,75 - 84 Years,Zaandam,World,Elderly Couples,651,City Prosperity,Uptown Elite,545.4,0,Select Fare,Balcony,Past Guest,2,US Central,Emailable Only,11
20/04/2018,75 - 84 Years,Prinsendam,Western Mediterranean,Older Singles,28,Senior Security,Bungalow Haven,545.5,0,Select Fare,Outside,Newcomer,0,US West Coast,Mailable and Emailable,18
23/12/2017,45 - 54 Years,Nieuw Statendam,Caribbean Southern,Empty Nesters,348,Prestige Positions,Premium Fortunes,545.5,0,Select Fare,Balcony,Past Guest,5,US Central,Mailable and Emailable,14
8/6/2018,45 - 54 Years,Koningsdam,Alaska RT Seattle,Empty Nesters,10,Prestige Positions,Alpha Families,545.6,0,Select Fare,Deluxe Balcony,Past Guest,3,US West Coast,Mailable and Emailable,7
30/06/2018,75 - 84 Years,Eurodam,TransPacific,Elderly Couples,81,Prestige Positions,Diamond Days,545.6,0,Select Fare,Outside,Past Guest,2,US West Coast,Mailable and Emailable,14
11/3/2018,65 - 74 Years,Amsterdam,Alaska RT Seattle,Retired Couples,55,Prestige Positions,Diamond Days,545.6,0,Select Fare,Balcony,Past Guest,4,US West Coast,Emailable Only,12
21/03/2018,55 - 64 Years,Prinsendam,North Cape,Empty Nesters,174,Prestige Positions,Empty-Nest Adventure,545.6,0,Select Fare,Balcony,Past Guest,1,US Central,Mailable Only,12
12/10/2018,65 - 74 Years,Eurodam,Alaska RT Seattle,Retired Couples,95,Prestige Positions,Empty-Nest Adventure,545.6,0,Select Fare,Suite,Past Guest,4,US Central,Mailable Only,7
11/11/2018,65 - 74 Years,Prinsendam,Panama Canal,Retired Couples,61,Rural Reality,Outlying Seniors,545.7,0,Early Saver,Inside,Past Guest,2,US Central,Mailable Only,28
11/11/2018,55 - 64 Years,Prinsendam,Panama Canal,Empty Nesters,61,Rural Reality,Outlying Seniors,545.7,0,Select Fare,Outside,Past Guest,6,US Central,Mailable and Emailable,28
17/08/2018,55 - 64 Years,Koningsdam,Norway Fjord,Empty Nesters,86,Rural Reality,Satellite Settlers,545.7,0,Select Fare,Balcony,Past Guest,2,US Central,Emailable Only,7
26/05/2018,75 - 84 Years,Eurodam,Alaska RT Seattle,Family,311,Prestige Positions,Diamond Days,545.7,0,Select Fare,Deluxe Balcony,Newcomer,0,US Central,Mailable and Emailable,7
23/06/2018,45 - 54 Years,Eurodam,Norway Fjord,Empty Nesters,104,Prestige Positions,Alpha Families,545.7,0,Saver,Outside,Past Guest,1,US Central,Emailable Only,7
22/04/2018,65 - 74 Years,Nieuw Statendam,Norway Fjord,Retired Couples,56,Prestige Positions,Empty-Nest Adventure,545.7,0,Select Fare,Outside,Newcomer,0,US Central,Mailable Only,7
16/11/2018,65 - 74 Years,Eurodam,Caribbean Eastern,Retired Couples,279,Prestige Positions,Empty-Nest Adventure,545.7,0,Select Fare,Outside,Past Guest,1,US West Coast,Emailable Only,14
14/06/2018,65 - 74 Years,Zaandam,Australia/NZ,Retired Couples,50,Country Living,Village Retirement,545.7,0,Select Fare,Outside,Past Guest,2,US Central,Mailable Only,17
30/06/2018,65 - 74 Years,Eurodam,TransPacific,Retired Couples,61,Prestige Positions,Empty-Nest Adventure,545.7,0,Select Fare,Outside,Past Guest,5,US West Coast,Mailable Only,14
4/10/2018,55 - 64 Years,Amsterdam,Alaska RT YVR,Empty Nesters,149,Suburban Stability,Boomerang Boarders,545.7,0,Select Fare,Mini Suite,Past Guest,7,US Central,Emailable Only,7
22/07/2018,55 - 64 Years,Zaandam,Western Mediterranean,Empty Nesters,547,Prestige Positions,Empty-Nest Adventure,545.9,0,Select Fare,Balcony,Past Guest,6,US Central,Emailable Only,14
19/10/2018,65 - 74 Years,Eurodam,Caribbean Transatlantic,Retired Couples,137,Prestige Positions,Bank of Mum and Dad,545.9,0,Select Fare,Inside,Past Guest,6,US Central,Mailable Only,15
9/9/2018,55 - 64 Years,Nieuw Statendam,Alaska RT Seattle,Empty Nesters,290,Suburban Stability,Fledgling Free,545.9,0,Select Fare,Balcony,Newcomer,0,US West Coast,Mailable Only,7
26/10/2018,75 - 84 Years,Nieuw Statendam,Caribbean Transatlantic,Elderly Couples,46,Senior Security,Legacy Elders,545.9,0,Select Fare,Inside,Past Guest,2,US West Coast,Mailable Only,15
16/08/2018,55 - 64 Years,Amsterdam,Australia/NZ,Empty Nesters,209,Prestige Positions,Bank of Mum and Dad,545.9,0,Select Fare,Balcony,Past Guest,5,US West Coast,Mailable Only,7
8/9/2018,65 - 74 Years,Eurodam,Norway Fjord,Family,355,Domestic Success,Cafés and Catchments,545.9,0,Select Fare,Inside,Past Guest,1,US West Coast,Mailable Only,7
9/1/2018,55 - 64 Years,Zaandam,World,Empty Nesters,659,Country Living,Scattered Homesteads,545.9,0,Select Fare,Balcony,Past Guest,3,US West Coast,Emailable Only,100
21/03/2018,65 - 74 Years,Prinsendam,North Cape,Retired Couples,476,Rural Reality,Satellite Settlers,545.9,0,Select Fare,Deluxe Balcony,Past Guest,7,US West Coast,Emailable Only,12
20/01/2018,55 - 64 Years,Nieuw Statendam,Caribbean Southern,Empty Nesters,156,Suburban Stability,Fledgling Free,545.9,0,Saver,Deluxe Balcony,Past Guest,1,US West Coast,Mailable and Emailable,14
22/12/2017,45 - 54 Years,Nieuw Statendam,Caribbean Southern,Family,641,Prestige Positions,Alpha Families,545.9,1,Select Fare,Inside,Past Guest,6,US West Coast,Emailable Only,14
28/03/2018,25 - 34 Years,Koningsdam,Atlantic Islands,PreFamily,352,Transient Renters,Midlife Stopgap,545.9,0,Select Fare,Balcony,Past Guest,1,US West Coast,Mailable and Emailable,12
10/11/2018,45 - 54 Years,Koningsdam,Coastals,Empty Nesters,251,Domestic Success,Modern Parents,545.9,0,Select Fare,Outside,Newcomer,0,US East Coast,Mailable Only,2
15/12/2017,55 - 64 Years,Eurodam,Caribbean Southern,Empty Nesters,368,Suburban Stability,Boomerang Boarders,545.9,0,Saver,Balcony,Past Guest,16,US West Coast,Emailable Only,14
9/1/2018,55 - 64 Years,Zaandam,World,Empty Nesters,482,Prestige Positions,Bank of Mum and Dad,545.9,0,Select Fare,Outside,Past Guest,2,US West Coast,Mailable and Emailable,21
24/02/2018,65 - 74 Years,Eurodam,Caribbean Southern,Retired Couples,365,Prestige Positions,Empty-Nest Adventure,545.9,0,Select Fare,Inside,Past Guest,3,US West Coast,Mailable Only,14
26/08/2018,18 - 24 Years,Koningsdam,Alaska RT Seattle,PreFamily,236,Aspiring Homemakers,Affordable Fringe,546.1,0,Nets,Deluxe Balcony,Past Guest,1,US West Coast,Mailable Only,7
5/4/2018,35 - 44 Years,Amsterdam,Australia/NZ,Family,407,City Prosperity,Uptown Elite,546.1,2,Early Saver,Inside,Past Guest,3,US West Coast,Mailable and Emailable,7
1/9/2018,75 - 84 Years,Eurodam,Alaska RT Seattle,Elderly Couples,94,Senior Security,Legacy Elders,546.1,0,Select Fare,Inside,Past Guest,1,US West Coast,Emailable Only,7
26/10/2018,45 - 54 Years,Nieuw Statendam,Caribbean Transatlantic,Empty Nesters,469,Suburban Stability,Boomerang Boarders,546.1,0,Select Fare,Balcony,Past Guest,4,US West Coast,Mailable and Emailable,14
2/9/2018,55 - 64 Years,Koningsdam,Western Mediterranean,Empty Nesters,488,Prestige Positions,Bank of Mum and Dad,546.1,0,Early Saver,Balcony,Past Guest,1,Europe,Mailable and Emailable,13
2/9/2018,65 - 74 Years,Nieuw Statendam,Norway Fjord,Retired Couples,43,Suburban Stability,Dependable Me,546.2,0,Select Fare,Balcony,Past Guest,20,US West Coast,Mailable and Emailable,7
21/04/2018,65 - 74 Years,Koningsdam,Atlantic Islands,Retired Couples,69,Prestige Positions,Empty-Nest Adventure,546.2,0,Select Fare,Balcony,Past Guest,1,US West Coast,Emailable Only,13
22/07/2018,45 - 54 Years,Nieuw Statendam,Norway Fjord,Empty Nesters,204,Prestige Positions,Alpha Families,546.2,0,Select Fare,Outside,Past Guest,7,US West Coast,Emailable Only,7
14/07/2018,55 - 64 Years,Eurodam,Norway Fjord,Empty Nesters,179,Rural Reality,Satellite Settlers,546.2,0,Select Fare,Deluxe Balcony,Past Guest,2,Japan,Emailable Only,7
7/12/2017,75 - 84 Years,Prinsendam,Atlantic Islands,Elderly Couples,472,Country Living,Village Retirement,546.2,0,Select Fare,Outside,Past Guest,21,Japan,Emailable Only,14
28/06/2018,65 - 74 Years,Amsterdam,Japan,Retired Couples,187,Country Living,Village Retirement,546.2,0,Saver,Balcony,Past Guest,9,Europe,Emailable Only,7
30/03/2018,65 - 74 Years,Nieuw Statendam,Alaska RT Seattle,Retired Couples,557,Prestige Positions,Diamond Days,546.3,0,Select Fare,Balcony,Past Guest,5,US Central,Mailable Only,7
11/6/2018,65 - 74 Years,Prinsendam,British Isles,Retired Couples,90,Prestige Positions,Empty-Nest Adventure,546.3,0,Select Fare,Balcony,Past Guest,2,Australia,Mailable and Emailable,12
16/09/2018,65 - 74 Years,Westerdam,Canada / New England,Retired Couples,717,Senior Security,Legacy Elders,546.3,0,Select Fare,Inside,Past Guest,6,US Central,Mailable Only,24
16/09/2018,65 - 74 Years,Nieuw Statendam,Western Mediterranean,Retired Couples,382,Suburban Stability,Family Ties,546.4,0,Select Fare,Inside,Newcomer,0,US Central,Emailable Only,14
17/11/2018,55 - 64 Years,Zaandam,Coastals,Empty Nesters,64,Suburban Stability,Family Ties,546.4,0,Select Fare,Balcony,Past Guest,5,Australia,Mailable and Emailable,4
19/05/2018,55 - 64 Years,Eurodam,Norway Fjord,Empty Nesters,118,Prestige Positions,Bank of Mum and Dad,546.4,0,Select Fare,Inside,Past Guest,3,US Central,Mailable and Emailable,7
4/1/2018,55 - 64 Years,Koningsdam,Panama Canal,Empty Nesters,299,Prestige Positions,Alpha Families,546.4,0,Select Fare,Outside,Past Guest,7,Australia,Emailable Only,28
11/8/2018,55 - 64 Years,Eurodam,Western Mediterranean,Empty Nesters,670,Transient Renters,Midlife Stopgap,546.4,0,Select Fare,Outside,Past Guest,7,Australia,Emailable Only,14
6/1/2018,75 - 84 Years,Nieuw Statendam,Caribbean Southern,Elderly Couples,284,Vintage Value,Aided Elderly,546.4,0,Select Fare,Inside,Past Guest,2,US Central,Emailable Only,14
27/05/2018,75 - 84 Years,Koningsdam,Atlantic Islands,Elderly Couples,106,Vintage Value,Aided Elderly,546.4,0,Select Fare,Balcony,Past Guest,1,US Central,Emailable Only,12
24/05/2018,45 - 54 Years,Amsterdam,Alaska RT YVR,Empty Nesters,146,Suburban Stability,Family Ties,546.4,0,Select Fare,Inside,Past Guest,1,US Central,Emailable Only,14
25/02/2018,55 - 64 Years,Prinsendam,North Cape,Empty Nesters,363,Suburban Stability,Fledgling Free,546.4,0,Select Fare,Mini Suite,Past Guest,12,US Central,Mailable and Emailable,12
1/7/2018,55 - 64 Years,Koningsdam,Alaska RT Seattle,Empty Nesters,102,Prestige Positions,Empty-Nest Adventure,546.4,0,Select Fare,Suite,Past Guest,16,US Central,Mailable and Emailable,7
2/4/2018,65 - 74 Years,Prinsendam,Atlantic Islands,Family,564,Prestige Positions,Empty-Nest Adventure,546.4,0,Select Fare,Suite,Past Guest,16,US Central,Emailable Only,18
20/10/2018,75 - 84 Years,Zaandam,Panama Canal,Elderly Couples,600,Senior Security,Legacy Elders,546.4,0,Select Fare,Inside,Past Guest,6,US Central,Mailable Only,28
27/05/2018,75 - 84 Years,Koningsdam,Atlantic Islands,Elderly Couples,220,Domestic Success,Thriving Independence,546.5,0,Select Fare,Mini Suite,Past Guest,18,Australia,Mailable Only,12
3/6/2018,85 - 94 Years,Nieuw Statendam,Western Mediterranean,Older Singles,198,Vintage Value,Aided Elderly,546.5,0,Select Fare,Balcony,Past Guest,2,US Central,Mailable and Emailable,14
9/6/2018,55 - 64 Years,Eurodam,Baltic,Empty Nesters,21,City Prosperity,Uptown Elite,546.6,0,Select Fare,Balcony,Past Guest,2,Australia,Mailable Only,14
8/6/2018,65 - 74 Years,Koningsdam,Alaska RT Seattle,Retired Couples,4,Urban Cohesion,Cultural Comfort,546.6,0,Select Fare,Balcony,Newcomer,0,US Central,Emailable Only,7
9/9/2018,35 - 44 Years,Nieuw Statendam,Alaska RT Seattle,PreFamily,109,Urban Cohesion,Cultural Comfort,546.6,0,Select Fare,Outside,Past Guest,36,US Central,Mailable and Emailable,7
25/08/2018,45 - 54 Years,Eurodam,Norway Fjord,Empty Nesters,116,Modest Traditions,Offspring Overspill,546.7,0,Select Fare,Deluxe Balcony,Past Guest,3,Australia,Emailable Only,7
30/01/2018,65 - 74 Years,Prinsendam,Atlantic Islands,Retired Couples,67,Prestige Positions,Empty-Nest Adventure,546.7,0,Select Fare,Balcony,Past Guest,6,US Central,Mailable and Emailable,12
28/05/2018,75 - 84 Years,Zaandam,Western Mediterranean,Elderly Couples,128,Prestige Positions,Diamond Days,546.7,0,Select Fare,Inside,Past Guest,6,US Central,Emailable Only,17
29/04/2018,75 - 84 Years,Eurodam,Norway Fjord,Elderly Couples,166,Country Living,Wealthy Landowners,546.7,0,Select Fare,Inside,Past Guest,1,Australia,Mailable and Emailable,7
6/4/2018,35 - 44 Years,Nieuw Statendam,Coastals,PreFamily,430,Aspiring Homemakers,Primary Ambitions,546.7,0,Select Fare,Balcony,Past Guest,1,Australia,Mailable and Emailable,2
21/06/2018,65 - 74 Years,Amsterdam,Australia/NZ,Retired Couples,214,City Prosperity,World-Class Wealth,546.8,0,Select Fare,Mini Suite,Past Guest,14,US Central,Mailable Only,7
9/3/2018,75 - 84 Years,Prinsendam,Atlantic Islands,Elderly Couples,85,Senior Security,Legacy Elders,546.9,0,Select Fare,Outside,Past Guest,8,US Central,Mailable Only,12
3/3/2018,55 - 64 Years,Nieuw Statendam,Caribbean Southern,Empty Nesters,81,City Prosperity,Uptown Elite,547.1,0,Select Fare,Inside,Past Guest,2,Europe,Mailable and Emailable,14
9/1/2018,75 - 84 Years,Zaandam,World,Elderly Couples,596,Prestige Positions,Diamond Days,547.4,0,Select Fare,Suite,Past Guest,3,US West Coast,Mailable Only,30
26/01/2018,65 - 74 Years,Veendam,Caribbean Eastern,Retired Couples,367,Prestige Positions,Diamond Days,547.4,0,Select Fare,Mini Suite,Past Guest,4,US West Coast,Mailable and Emailable,14
27/04/2018,55 - 64 Years,Eurodam,Coastals,Empty Nesters,14,Prestige Positions,Alpha Families,547.4,0,Select Fare,Balcony,Newcomer,0,US West Coast,Emailable Only,2
25/06/2018,65 - 74 Years,Prinsendam,Australia/NZ,Older Singles,337,Prestige Positions,Diamond Days,547.4,0,Select Fare,Inside,Past Guest,1,US West Coast,Mailable Only,18
19/04/2018,75 - 84 Years,Zaandam,Alaska RT Seattle,Elderly Couples,237,Prestige Positions,Diamond Days,547.4,0,Select Fare,Balcony,Past Guest,4,US West Coast,Mailable and Emailable,15
20/04/2018,65 - 74 Years,Prinsendam,Western Mediterranean,Retired Couples,562,Country Living,Village Retirement,547.4,0,Select Fare,Suite,Past Guest,5,US West Coast,Emailable Only,18
1/12/2017,65 - 74 Years,Eurodam,Caribbean Eastern,Retired Couples,368,Prestige Positions,Diamond Days,547.4,0,Select Fare,Inside,Past Guest,4,US West Coast,Emailable Only,14
22/12/2017,75 - 84 Years,Nieuw Statendam,Caribbean Southern,Elderly Couples,149,Prestige Positions,Diamond Days,547.4,0,Select Fare,Balcony,Past Guest,11,US West Coast,Mailable and Emailable,14
12/1/2018,55 - 64 Years,Eurodam,Caribbean Southern,Empty Nesters,324,Prestige Positions,Bank of Mum and Dad,547.6,0,Select Fare,Inside,Past Guest,3,US West Coast,Mailable Only,14
20/05/2018,65 - 74 Years,Nieuw Statendam,Alaska RT Seattle,Retired Couples,129,Prestige Positions,Diamond Days,547.8,0,Saver,Deluxe Balcony,Past Guest,1,US West Coast,Mailable Only,7
10/3/2018,55 - 64 Years,Eurodam,Caribbean Transatlantic,Empty Nesters,115,Prestige Positions,Bank of Mum and Dad,547.8,0,Early Saver,Inside,Past Guest,1,US West Coast,Mailable and Emailable,13
19/05/2018,55 - 64 Years,Westerdam,Baltic,Empty Nesters,469,Prestige Positions,Empty-Nest Adventure,547.8,0,Select Fare,Mini Suite,Past Guest,1,US West Coast,Emailable Only,16
5/10/2018,35 - 44 Years,Koningsdam,Coastals,Family,435,Aspiring Homemakers,Primary Ambitions,547.8,2,Select Fare,Deluxe Balcony,Past Guest,1,US Central,Mailable and Emailable,3
29/12/2017,65 - 74 Years,Amsterdam,Coastals,Retired Couples,171,Prestige Positions,Empty-Nest Adventure,547.8,0,Concessions,Suite,Past Guest,1,US West Coast,Mailable Only,5
17/11/2018,45 - 54 Years,Zaandam,Coastals,Empty Nesters,449,Prestige Positions,Bank of Mum and Dad,547.8,0,Saver,Balcony,Past Guest,1,US West Coast,Emailable Only,4
11/8/2018,55 - 64 Years,Eurodam,Western Mediterranean,Empty Nesters,545,Suburban Stability,Fledgling Free,547.8,1,Select Fare,Inside,Past Guest,7,US West Coast,Emailable Only,14
11/8/2018,65 - 74 Years,Eurodam,Western Mediterranean,Retired Couples,549,Prestige Positions,Empty-Nest Adventure,547.8,0,Select Fare,Deluxe Balcony,Past Guest,11,US Central,Emailable Only,14
17/11/2018,55 - 64 Years,Eurodam,Caribbean Eastern,Empty Nesters,197,Prestige Positions,Empty-Nest Adventure,547.8,0,Select Fare,Suite,Past Guest,20,Australia,Emailable Only,14
3/2/2018,45 - 54 Years,Nieuw Statendam,Caribbean Southern,Empty Nesters,317,Prestige Positions,Empty-Nest Adventure,547.8,0,Select Fare,Inside,Past Guest,6,US West Coast,Mailable and Emailable,14
17/12/2017,65 - 74 Years,Amsterdam,Atlantic Islands,Retired Couples,349,Senior Security,Bungalow Haven,547.8,0,Saver,Balcony,Past Guest,6,US West Coast,Mailable Only,12
15/10/2018,65 - 74 Years,Westerdam,Atlantic Islands,Retired Couples,760,Prestige Positions,Empty-Nest Adventure,547.8,0,Select Fare,Balcony,Past Guest,4,US Central,Mailable and Emailable,13
14/06/2018,65 - 74 Years,Zaandam,Australia/NZ,Retired Couples,128,Prestige Positions,Alpha Families,547.8,0,Select Fare,Balcony,Past Guest,10,US West Coast,Mailable Only,17
23/05/2018,55 - 64 Years,Prinsendam,Australia/NZ,Empty Nesters,320,Prestige Positions,Diamond Days,547.8,0,Select Fare,Deluxe Balcony,Past Guest,4,US West Coast,Emailable Only,19
30/06/2018,65 - 74 Years,Eurodam,TransPacific,Retired Couples,214,Prestige Positions,Bank of Mum and Dad,547.8,0,Select Fare,Balcony,Past Guest,3,US Central,Emailable Only,14
29/04/2018,65 - 74 Years,Eurodam,Norway Fjord,Retired Couples,71,Senior Security,Classic Grandparents,547.8,0,Select Fare,Mini Suite,Past Guest,4,US West Coast,Emailable Only,7
11/6/2018,65 - 74 Years,Prinsendam,British Isles,Retired Couples,418,Prestige Positions,Empty-Nest Adventure,547.8,0,Select Fare,Inside,Past Guest,1,US West Coast,Mailable Only,12
23/06/2018,55 - 64 Years,Prinsendam,Coastals,Empty Nesters,140,Suburban Stability,Boomerang Boarders,547.9,0,Select Fare,Inside,Newcomer,0,US West Coast,Mailable Only,2
12/10/2018,55 - 64 Years,Eurodam,Alaska RT Seattle,Empty Nesters,186,Prestige Positions,Empty-Nest Adventure,548,0,Select Fare,Outside,Past Guest,2,US Central,Mailable Only,7
13/04/2018,65 - 74 Years,Eurodam,Western Mediterranean,Retired Couples,35,Prestige Positions,Diamond Days,548,0,Select Fare,Outside,Past Guest,3,US West Coast,Mailable Only,14
14/07/2018,45 - 54 Years,Eurodam,Norway Fjord,Empty Nesters,187,Suburban Stability,Family Ties,548,0,Select Fare,Mini Suite,Past Guest,8,US West Coast,Emailable Only,7
23/03/2018,65 - 74 Years,Amsterdam,Coastals,Retired Couples,18,Suburban Stability,Boomerang Boarders,548,0,Select Fare,Balcony,Past Guest,2,US West Coast,Mailable and Emailable,3
13/05/2018,55 - 64 Years,Nieuw Statendam,Norway Fjord,Empty Nesters,178,Prestige Positions,Bank of Mum and Dad,548,0,Select Fare,Balcony,Past Guest,3,US West Coast,Mailable Only,7
25/06/2018,65 - 74 Years,Prinsendam,Australia/NZ,Retired Couples,30,Senior Security,Classic Grandparents,548,0,Select Fare,Outside,Past Guest,4,US West Coast,Emailable Only,18
8/7/2018,55 - 64 Years,Koningsdam,Atlantic Islands,Empty Nesters,288,Domestic Success,Thriving Independence,548,0,Select Fare,Outside,Past Guest,3,Japan,Mailable and Emailable,12
15/04/2018,35 - 44 Years,Westerdam,Australia/NZ,PreFamily,153,Prestige Positions,Bank of Mum and Dad,548,0,Select Fare,Mini Suite,Past Guest,2,US West Coast,Emailable Only,17
